class,text,hate
Non-Hate, illegal immigrants found texas border city stash houses one day via ,0
Non-Hate,trump administration says needs time meet deadline set federal judge reunite immigrant families meanwhile learned new details smallest children separated parents #releasethehostages ,0
Non-Hate,burqa think people west seem get confused worn western countries im fan know many people wear feel religious often surprising stgen immigrant parents tried fit,0
Non-Hate,#bordersecurity #borderpatrol #immigration #undocumented #aliens#presidenttrump signed executive order ending #catchandrelease huge catch release ,0
Hate, god sakedont put india danger unchecked appeasement ur special communityillegal migrantsnation supreme,1
Non-Hate,yearold girl molested immigrant detention centertwice gq kkkrumpnazi traitor republicans,0
Non-Hate, #merkel macron drops record lowsmacronmerkel lost much influence salvini ignored lectures macron bt mocked himhard reality salviniorbankurz amp #v controlling migration debate#visegrad ,0
Non-Hate,un warns critical gap syrian refugee aid year #unitednations ,0
Non-Hate, v report warned intention angela merkel brussels expand eus relocation scheme include vulnerable migrants african nations #v #visegrad ,0
Hate,glad saved glad saved side border #buildthatwall #nevervotedemocratagain,1
Non-Hate,welcome irish immigrant favorite color green,0
Non-Hate,refugees resist pressure go home ,0
Non-Hate,immigrant couple speaks ice detention ,0
Non-Hate,un pact offers hope worlds climate migrants #unitednations ,0
Hate, illegal immigrant invaders migrants desperate get uk escape war france maybe get free house free money freeload taxpayer working,1
Hate, say loud say proud refugees welcome,1
Hate,#potus must #buildthatwall first ever msg twitter hope im right donald trump ever change abandon us #usa thats voting dems worrying votes change potus man,1
Non-Hate,sharyl attkisson hits bill kristol head cold hard truth immigration thanks sharyl past immigrants chosen gov open borders amp rd world trashbill clueless careless twit,0
Non-Hate,ethiopian migrant italy ,0
Non-Hate,feel home place prospect staying wendell berry #missionarylife,0
Hate, yes things need done calm controlled minds irreparable mistakes wont made #buildthatwall,1
Non-Hate,home guinness gives refugees asylumseekers new chance ireland xd #internationalbeerday ,0
Non-Hate,looks like uk population increased million us immigrants forced go home #stopbrexit #fbpe #brexit #guyverhofstadt #waton #barnier ,0
Non-Hate,happy friday world relief partnered local churches countries provide disaster response health amp child development refugee support economic development amp peacebuilding reply let us know aspects work would like know ,0
Non-Hate,interested supporting #immigrantchildren amp families #nyc offering free immigrant accompaniment training wed august pm learn provide direct amp meaningful support immigrants communities rsvp ,0
Non-Hate,gutwrenching piece syrian refugee children sold sham marriages rape ,0
Non-Hate,antiimmigrant sheriff joe joins sacha baron cohen interview topics get sexual fast ,0
Hate,america wants #buildthewall #buildthatwall #americast,1
Hate,mexican cartel hitman admits killing men across us via need know #mediablackout#buildthewall #noamnesty #nodaca #deportthemall #keepamericanssafe,1
Non-Hate, battlefield fortifications,0
Non-Hate,report us plans change palestinian refugee status #president #soninlaw ,0
Non-Hate,still end sight africas #refugee crisis via #withrefugees ,0
Hate, different canada folks access white people human rightit takes twelve germans work pay taxes order fund cost one migrant ,1
Non-Hate,du last year fought back abvp violence snatched dusu president vp posts year #sendthemhome votes thugs votes abvp #abvpkagundaraj,0
Hate,fyi reason job #wethepeople voted #buildthatwall incompetent cannot complete mandate president party need #walkaway,1
Hate,edmonton attacker identified yo somali refugee abdulahi hasan sharif known police chthis shocked face ed,1
Hate, sharia law student loans put london buses police force invite migrants join,1
Hate, das sind kein flgtlinger illegal immigration #sendthemback,1
Non-Hate,need support make sure mapache released reunited family community mapache yet another undocumented immigrant rights activist targeted detained using activism ice cant get away #freemapache ,0
Hate,country doomed #illegals vote #buildthatwall #voterid #voterepublican,1
Non-Hate,obama released uac gangesters murders rapists us schools time deport #trump #maga #rednationrising via ,0
Non-Hate,immigrant ,0
Non-Hate,#trump backs rome migrants conte meeting ,0
Hate, liberals always calling people racists dont believe open borders illegal #immigration hurts american workers liberals anti american anti americans dancing grave dead americans kille,1
Hate,american taxpayers support illegal people responsibility#deport#buildthatwall,1
Hate,dont distribute across spain europe send back morocco came #migrants ,1
Non-Hate, make excuse us let run rampant cities fake refugees dont give damn home country mass emigration hurts africa mass immigration hurts europe,0
Non-Hate,#cnn #fakenews #washingtonpost #msnbc #drivebymedia #mediabiasthe major media got wrong reported #presidenttrump called migrants #animals anyone actually heard president ,0
Non-Hate,eu unhcrurge #italy #malta let drifting migrant ship #unitednations ,0
Non-Hate,eight years obamas weakness toward russia ,0
Non-Hate, ethiopian refugees country check news theyre running lives,0
Hate, tweet swede quotes country never immigration neighbour hoods set alite,1
Non-Hate,romania czech republic portugal poland highest employment rate among migrants born outside #eu ,0
Hate, #buildthatwall end #corruption deport deport deport,1
Non-Hate,shakespeare plays trumpers romeo juliet sound like immigrant names alls well ends armageddon much ado hillary grabbing pussy,0
Hate,long take cinco de mayo become national holiday th july become day mournful remembrance#immigrationinvasion #stopthegreatreplacement #stoptheinvasion #immigration #securetheborder #nodaca #noamnesty #buildthewall #redwave #redwaverising,1
Non-Hate,workers #colombian #censo census arrived never seen people excited realize got interview intheflesh immigrant ,0
Hate, #nodaca without mandatory everify ending illegal #immigration rewarding illegals #noamnesty #keepfamiliestogether deport illegal families together #trump #maga #rednationrising ,1
Non-Hate,italy allows migrants land sicily ,0
Hate, learn greenland leaving eu immigration rapes violence meddling fools imposing rules brave ,1
Non-Hate,grace god fed migrants using allah make point gods war christian europe dont want ur grace u god,0
Non-Hate,philippine bishops hit back duterte calls god stupid #philippines #europeanunion #rodrigoduterte ,0
Hate,person left innocent american child murdered needlessly person right illegal alien needlessly murdered innocent american child left #builditnow #buildthatwall,1
Non-Hate,important article rebecca yeo removal rights migrants disability amp disabling #hostileenvironment rest power bijan ebrahimi kamil ahmad murdered taken seriously agencies ostensibly protect ,0
Non-Hate,un agency palestinian refugees reduce jobs us cuts #unitednations #westbank #unitedstates ,0
Hate,new enemy hkickl minister interior left comunisticsocialistgreen groups make business refugees everything bring refugees austria disturb business ,1
Hate,democrats americas sidethey want open borders illegal aliens keep pouring inand get pay nearly half swing district voters want illegal alien families deported together countries#buildthatwall #maga,1
Hate,economic growth via immigration shifts wealth young people towards older people flooding market cheap foreign labor spikes profits amp stocks cutting salaries manual amp skilled labor offered bluecollar whitecollar employees ,1
Non-Hate,paul ryan big club begin positioning comprehensive immigration platformnarrative ,0
Non-Hate,thank deciding end participation involuntary deportations immigrants ,0
Non-Hate,taking american immigrants help poor people country inside owsley americas poorest white county ,0
Non-Hate, politics hard done asylum seekers designer immigration policies help housing nhs resources accessed ordinary uk public go hunger strike buy budgie get publicity whi,0
Non-Hate,join us efforts resettle refugees vital services becoming fundraiser donating #kindays campaign ,0
Non-Hate, israel needs diversity ur walls racist let arab refugees civilization cultural enrichment,0
Non-Hate,sanctuary courtrooms judge accused helping illegal immigrant escape ice ,0
